3702,30000,"SOLIX MTU4470"
128,30000,"SOLIX MTU1500"
2,1200000,"Equinix Chicago"
3,1100000,"Equinix Dallas"
4,400000,"Equinix Los Angeles"
5,400000,"Equinix San Jose"
7,400000,"Equinix Palo Alto"
12,400000,"Equinix New York"
14,800000,"NYIIX New York"
17,400000,"Equinix Miami"
18,400000,"LINX LON1: Main"
22,600000,"Digital Realty Atlanta"
23,200000,"NYIIX Los Angeles"
29,10000,"Equinix Zurich: Equinix IX - ZH Metro"
31,800000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
291,100000,"MegaIX Hamburg"
165,100000,"NWAX: Primary Peering VLAN"
167,200000,"Equinix Tokyo"
60,100000,"SwissIX: Peering"
64,400000,"NL-ix: Main"
325,200000,"Digital Realty New York"
70,100000,"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
256,100000,"Digital Realty Phoenix"
209,100000,"MegaIX Berlin"
91,100000,"MegaIX Dusseldorf"
249,500000,"KCIX"
123,100000,"KleyReX: Peering LAN"
125,400000,"Equinix Hong Kong"
255,200000,"Equinix Paris: Equinix IX - PA Metro"
30,200000,"JPIX TOKYO"
95,100000,"JPNAP Tokyo: Peering"
24,400000,"TorIX"
264,200000,"Equinix Warsaw"
71,200000,"NIX.CZ: Public peering VLAN"
87,100000,"BCIX: BCIX Peering LAN"
89,10000,"MadIX"
11,200000,"Equinix Seattle"
373,300000,"Equinix Toronto"
88,1000,"IAIX"
35,200000,"MIX-IT"
50,100000,"VIX"
481,100000,"THINX Warsaw"
13,800000,"SIX Seattle: MTU 1500"
446,400000,"MICE: Shared Peering"
297,100000,"LU-CIX"
1,900000,"Equinix Ashburn"
230,10000,"POZIX"
53,300000,"LONAP: LON0"
254,800000,"Any2Denver"
577,100000,"AMS-IX Hong Kong"
639,200000,"YYCIX"
703,100000,"MBIX: Public Peering"
55,100000,"BIX"
331,200000,"BIX.BG: Main"
301,100000,"RoNIX"
270,400000,"InterLAN-IX: InterLAN Peering Network"
359,200000,"France-IX Paris"
63,100000,"ESpanix Madrid Lower LAN"
155,200000,"SFMIX"
699,200000,"NetIX: NetIX"
126,400000,"BBIX Tokyo"
676,400000,"MegaIX Frankfurt"
142,800000,"Any2West"
829,100000,"SLIX - Salt Lake City Internet Exchange"
869,200000,"Ohio IX: Ohio IX Public Peering LAN"
662,300000,"Ninja-IX Phoenix: Production"
565,100000,"Boston Internet Exchange"
863,100000,"VANIX"
804,600000,"DE-CIX New York: DE-CIX New York Peering LAN"
248,100000,"DE-CIX Munich: DE-CIX Munich Peering LAN"
26,400000,"AMS-IX"
48,40000,"INEX LAN1: INEX LAN1"
713,300000,"Peering.cz"
74,100000,"DE-CIX Hamburg: DE-CIX Hamburg Peering LAN"
172,30000,"STHIX - Stockholm: STH Peering"
62,100000,"CATNIX"
954,800000,"FL-IX"
204,200000,"Any2East"
93,10000,"SOX"
226,100000,"Any2Chicago"
429,300000,"SGIX: Peering LAN"
145,100000,"JPNAP Osaka"
965,100000,"MegaIX Singapore"
1086,100000,"MASS-IX: ISP Peering LAN"
786,100000,"BBIX Osaka"
121,100000,"Namex Rome: VLAN Peering"
239,200000,"ChIX"
564,100000,"JPIX OSAKA"
52,10000,"KINX"
880,100000,"France-IX Marseille"
424,100000,"SOX Serbia"
909,200000,"BBIX Singapore"
1089,10000,"T-CIX"
1146,100000,"ESpanix Madrid Upper LAN"
1169,10000,"YEGIX"
1056,100000,"MegaIX Sofia: MegaIX"
1149,100000,"DE-CIX Marseille: DE-CIX Marseille Peering LAN"
4362,100000,"MegaIX Miami"
98,200000,"FICIX 2 (Helsinki): IPv4+IPv6 MTU 1500"
948,100000,"Equinix Osaka"
4318,100000,"MegaIX New York"
364,100000,"SMILE-IXP: VLAN333"
267,100000,"DRF IX"
115,100000,"TOP-IX: Public Peering VLAN"
158,1000000,"Equinix Singapore"
72,100000,"GigaPIX - LAN 1: LAN1"
171,300000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
358,300000,"GNM-IX"
190,10000,"TLLIX"
538,100000,"RTIX"
1174,10000,"MegaIX Seattle: MegaIX"
73,100000,"MegaIX Munich"
1285,800000,"SIX Seattle (Jumbo): MTU 9000"
1307,10000,"MegaIX Toronto: MegaIX"
823,100000,"TPIX-TW"
1207,200000,"IX-Denver: IX-Denver Fabric"
986,100000,"FD-IX - Indianapolis"
592,100000,"NAPAfrica IX Johannesburg: Peering"
59,100000,"BNIX"
482,100000,"TPIX PL"
1175,400000,"MegaIX Los Angeles"
1180,100000,"MegaIX Dallas"
1178,400000,"MegaIX Ashburn: MegaIX"
311,100000,"VSIX: Primary"
1006,300000,"DET-iX"
78,100000,"DIX: DIX LAN"
1277,100000,"DE-CIX Madrid: DE-CIX Madrid Peering LAN"
809,100000,"OmahaIX"
129,100000,"JINX: JINX Peering"
1249,600000,"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
1449,200000,"BBIX Hong Kong"
655,100000,"Giganet IXN: Global exchange"
184,30000,"UA-IX"
2846,100000,"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
2847,100000,"Netnod Stockholm BLUE -- MTU4470: STH-B -- MTU4470"
2845,100000,"Netnod Stockholm GREEN -- MTU4470: STH-A -- MTU4470"
372,10000,"Balcan-IX"
1212,100000,"MGMix Montgomery"
1308,200000,"LSIX: Main"
1519,100000,"FD-IX - St. Louis: Main"
327,100000,"DTEL-IX: PUBLIC"
303,30000,"CIX"
967,10000,"AMS-IX Djibouti"
587,30000,"UAE-IX: UAE-IX Peering LAN"
1464,20000,"Equinix Helsinki: Equinix IX - HE Metro"
453,20000,"FIXO"
83,100000,"NIX1"
236,30000,"KIXP - Nairobi: Peering LAN"
1812,200000,"Asteroid Amsterdam: Asteroid Amsterdam Peering LAN"
1829,10000,"YXEIX: YXEIX"
33,20000,"CIXP"
1842,200000,"Speed-IX: SPEED-IX"
1214,100000,"DE-CIX Dusseldorf: DE-CIX Dusseldorf Peering LAN"
583,100000,"LINX Manchester"
2868,100000,"Netnod Copenhagen BLUE -- MTU9K: 9K-BLUE"
193,100000,"Netnod Copenhagen GREEN -- MTU9K: 9K-GREEN"
299,10000,"NIX.SK"
1038,10000,"NashIX"
2005,100000,"BALT-IX: BALT-IX"
833,20000,"TPAIX"
716,100000,"IX Australia Sydney (NSW-IX): NSW-IX"
542,100000,"Litix: Litix"
780,100000,"MegaIX Sydney: MegaIX"
94,100000,"Equinix Sydney"
2070,10000,"MonctonIX: MonctonIX"
240,100000,"MINAP Milan: MINAP"
1679,100000,"NNENIX: NNENIX-IXP-LAN"
2149,200000,"PITER-IX Saint-Petersburg: SPB_PEERING_VLAN"
3018,10000,"PITER-IX Tallinn: TLL_PEERING VLAN"
2163,100000,"FCIX"
2088,100000,"PhillyIX"
1002,100000,"DE-CIX Richmond"
779,100000,"MegaIX Melbourne: MegaIX"
1026,100000,"Equinix Melbourne"
100,200000,"MSK-IX Moscow: MSK-IX peering network"
781,100000,"MegaIX Brisbane: MegaIX"
984,100000,"MegaIX Auckland: MegaIX"
977,20000,"AKL-IX (Auckland NZ): AKL-IX"
344,100000,"CINX: CINX Peering"
97,10000,"APE"
2289,100000,"Equinix Bogota: Equinix IX - BG Metro"
563,10000,"JXIX"
1927,100000,"Equinix Manchester: Equinix IX - MA Metro"
1926,20000,"Equinix Dublin: Equinix IX - DB Metro"
1998,200000,"Equinix Frankfurt: Equinix IX - FR Metro"
1997,200000,"Equinix London: Equinix IX - LD Metro"
1923,20000,"Equinix Stockholm: Equinix IX - SK Metro"
84,100000,"SIX.SK"
2031,200000,"Equinix Amsterdam: Equinix IX - AM Metro"
3017,200000,"PITER-IX Moscow: MSK_PEERING_VLAN"
3472,100000,"DE-CIX ASEAN"
2452,10000,"UNM-Exch Canada-West: Main"
2131,20000,"Equinix Lisbon: Equinix IX - LS Metro"
745,10000,"LINX Scotland: LINX Scotland"
42,200000,"HKIX: HKIX Peering LAN"
355,200000,"CANIX Montreal"
119,100000,"Equinix São Paulo: Equinix IX - SP Metro"
2531,100000,"DE-CIX Lisbon: DE-CIX Lisbon Peering LAN"
938,10000,"TahoeIX: Peering"
1925,200000,"Equinix Milan: Equinix IX - ML Metro"
969,100000,"NAPAfrica IX Durban"
610,10000,"DINX: DINX Peering"
2564,20000,"iX-OKC: Main"
2558,10000,"NYIIX Philadelphia"
2286,20000,"FD-IX - Ohio: Cleveland IX"
2585,100000,"STLIX: Main"
347,100000,"GR-IX::Athens: Peering Lan"
435,10000,"IXLeeds"
9,300000,"Equinix Atlanta"
513,10000,"IX Australia Melbourne (VIC-IX): VIC-IX"
2362,20000,"KIXP-Mombasa: Main"
3019,20000,"PITER-IX Riga: RIX_PEERING_VLAN"
906,100000,"HFXIX"
2633,20000,"Equinix Barcelona: Equinix IX - BA Metro"
710,200000,"IX.br (PTT.br) Fortaleza: ATM/MPLA"
2301,10000,"MARIIX: MARIIX"
2130,20000,"Equinix Madrid: Equinix IX - MD Metro"
2386,10000,"GR-IX::Thessaloniki: Peering LAN"
2036,100000,"MEX-IX McAllen: McAllen Peering LAN"
2835,100000,"HOUIX: Main"
2365,10000,"CHIX-CH: Main"
2761,100000,"EdgeIX - Sydney: Main"
2612,100000,"SAT-IX: Main"
2718,100000,"EdgeIX - Perth: Main"
1235,10000,"MegaIX Perth: MegaIX"
21,10000,"IX Australia Perth (WA-IX): WA-IX"
2762,100000,"EdgeIX - Melbourne: Main"
2496,100000,"BelgiumIX: Peeringlan"
2672,10000,"DACS-IX East: Main"
1999,200000,"PIT-IX: Peering-1500"
1668,800000,"CIX-ATL"
1150,100000,"DE-CIX Istanbul: DE-CIX Istanbul Peering LAN"
2084,100000,"LOCIX FRANKFURT: Peering LAN"
2551,100000,"Digital Realty Chicago: Main"
3211,10000,"STACIX"
177,200000,"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
387,30000,"INEX LAN2"
322,100000,"Digital Realty Dallas"
3322,10000,"ABQIX"
3149,100000,"IXPlay Global Peers"
597,100000,"NAPAfrica IX Cape Town"
2741,100000,"QCIX: Main"
250,100000,"MyIX"
2572,100000,"Digital Realty Ashburn: Main"
2756,100000,"EdgeIX - Brisbane: Main"
1869,20000,"STHIX - Copenhagen: CPH Peering"
1209,10000,"CNX: Internet Peering"
3090,100000,"SpokaneIX"
3378,600000,"DE-CIX Chicago"
672,100000,"CyrusOne IX Dallas"
760,20000,"CyrusOne IX Phoenix"
3212,20000,"Equinix Rio de Janeiro"
2584,10000,"CANIX Ottawa: Main"
1025,100000,"BKNIX (Thailand): Bangkok"
3184,20000,"SEECIX"
1488,100000,"Ninja-IX Las Vegas: MTU-1500"
319,100000,"SIX SI"
3512,800000,"Frys-IX"
1490,100000,"Ninja-IX Richmond: MTU-1500"
3473,30000,"DE-CIX Kuala Lumpur"
2776,10000,"CSIX: Main"
3573,10000,"FMIX"
3446,100000,"DE-CIX Barcelona"
4411,30000,"DE-CIX Jakarta"
3352,100000,"STUIX"
488,10000,"IXPN Lagos"
3562,100000,"1-IX UA"
2004,10000,"ANIX: Peering-VLan"
2685,20000,"Equinix Seoul: Equinix IX - SL Metro"
3634,10000,"Lambda-IX"
3775,100000,"DE-CIX Phoenix"
3789,1200000,"ERA-IX Amsterdam"
3185,100000,"BBIX US-West"
2318,100000,"Ninja-IX Dallas: Main"
3800,100000,"AMS-IX Singapore"
3299,200000,"PITER-IX Helsinki"
3737,200000,"PITER-IX Rostov"
3788,100000,"AR-IX Cabase - Argentina"
3560,10000,"DesMoinesIX"
3659,100000,"GIBIRIX"
3995,100000,"Mountain West Internet Exchange"
4059,100000,"ONIX"
4000,20000,"AF-CIX"
3880,100000,"PIT - Colombia - Bogota"
576,10000,"IX Australia Brisbane (QLD-IX): QLD-IX"
3607,400000,"SONIX Stockholm"
4205,200000,"GNM-IX SG"
326,100000,"B-IX"
2276,10000,"IXP.mk: Peering LAN"
3958,400000,"1-IX EU"
2345,100000,"GetaFIX Manila: Main"
1514,100000,"PIT Santiago - PIT Chile: LAN"
4232,10000,"AMS-IX Bangkok"
3782,100000,"Namex Bari"
4262,100000,"EdgeIX - Auckland"
2467,100000,"BBIX Thailand: Main"
358,300000,"GNM-IX"
2627,100000,"Equinix Perth: Main"
4274,100000,"BBIX Manila"
4296,100000,"Japan Community IX - INIXP"
4363,100000,"MegaIX Denver"
4361,100000,"MegaIX Atlanta"
4310,100000,"NetIX Greece"
69,100000,"France-IX AURA: lyonix-peering"
3190,100000,"BBIX Amsterdam"
4167,100000,"MHK-IX"
4493,10000,"Free-IX Greece"
3407,100000,"PaducahIX"
4260,100000,"Grand Rapids Internet Exchange (GRR-iX)"
4508,10000,"MegaIX Bay Area"
4507,100000,"MegaIX Chicago"
4630,100000,"ERA-IX Frankfurt"
4006,100000,"FOX"
4602,100000,"FD-IX - Chicago"
4604,10000,"CANIX Quebec city"
3247,10000,"FD-IX - Austin"
4051,100000,"PIT MX"
4599,200000,"DE-CIX Houston"
4642,100000,"DE-CIX Sao Paulo"
4641,100000,"DE-CIX Rio de Janeiro"
4796,400000,"CIX-NoVA"
4820,100000,"Chile IX by PIT.net"
4653,10000,"LINX Mombasa"
4918,100000,"1-NL FREE"
4705,100000,"nine"
4797,100000,"MIX Thessaloniki"
4916,400000,"1-PL FREE"
3990,200000,"INTERIX"
4186,100000,"TurkIX Sofia"
4711,100000,"MegaIX Osaka"
3106,40000,"DACS-IX West"
4985,100000,"ERA-IX Paris"
4917,400000,"1-DE FREE"
5029,100000,"ERA-IX Vienna"
4960,400000,"Chicago Open Pipes"
4993,400000,"1-ES FREE"
