12,100000,"Equinix New York"
2,200000,"Equinix Chicago"
3,200000,"Equinix Dallas"
4,100000,"Equinix Los Angeles"
5,100000,"Equinix San Jose"
12,100000,"Equinix New York"
13,200000,"SIX Seattle: MTU 1500"
13,200000,"SIX Seattle: MTU 1500"
14,100000,"NYIIX New York"
17,100000,"Equinix Miami"
17,100000,"Equinix Miami"
18,300000,"LINX LON1: Main"
29,10000,"Equinix Zurich: Equinix IX - ZH Metro"
31,600000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
48,100000,"INEX LAN1: INEX LAN1"
60,100000,"SwissIX: Peering"
70,100000,"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
82,100000,"Pacific Wave"
52,100000,"KINX"
94,200000,"Equinix Sydney"
93,20000,"SOX"
24,200000,"TorIX"
35,100000,"MIX-IT"
71,100000,"NIX.CZ: Public peering VLAN"
481,100000,"THINX Warsaw"
321,200000,"LINX LON2"
9,100000,"Equinix Atlanta"
22,100000,"Digital Realty Atlanta"
64,200000,"NL-ix: Main"
250,100000,"MyIX"
50,100000,"VIX"
167,100000,"Equinix Tokyo"
125,300000,"Equinix Hong Kong"
1,200000,"Equinix Ashburn"
429,100000,"SGIX: Peering LAN"
30,100000,"JPIX TOKYO"
30,100000,"JPIX TOKYO"
254,100000,"Any2Denver"
53,100000,"LONAP: LON0"
2846,100000,"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
2847,100000,"Netnod Stockholm BLUE -- MTU4470: STH-B -- MTU4470"
2845,100000,"Netnod Stockholm GREEN -- MTU4470: STH-A -- MTU4470"
565,100000,"Boston Internet Exchange"
359,200000,"France-IX Paris"
171,200000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
171,200000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
142,100000,"Any2West"
255,100000,"Equinix Paris: Equinix IX - PA Metro"
126,200000,"BBIX Tokyo"
267,100000,"DRF IX"
513,400000,"IX Australia Melbourne (VIC-IX): VIC-IX"
415,100000,"IX.br (PTT.br) Campinas: ATM/MPLA"
780,100000,"MegaIX Sydney: MegaIX"
781,100000,"MegaIX Brisbane: MegaIX"
779,100000,"MegaIX Melbourne: MegaIX"
72,30000,"GigaPIX - LAN 1: LAN1"
880,100000,"France-IX Marseille"
264,100000,"Equinix Warsaw"
264,100000,"Equinix Warsaw"
95,100000,"JPNAP Tokyo: Peering"
863,100000,"VANIX"
26,400000,"AMS-IX"
26,400000,"AMS-IX"
592,200000,"NAPAfrica IX Johannesburg: Peering"
347,100000,"GR-IX::Athens: Peering Lan"
564,100000,"JPIX OSAKA"
63,200000,"ESpanix Madrid Lower LAN"
331,100000,"BIX.BG: Main"
597,100000,"NAPAfrica IX Cape Town"
55,100000,"BIX"
954,100000,"FL-IX"
177,100000,"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
372,100000,"Balcan-IX"
977,100000,"AKL-IX (Auckland NZ): AKL-IX"
954,100000,"FL-IX"
676,100000,"MegaIX Frankfurt"
177,100000,"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
98,100000,"FICIX 2 (Helsinki): IPv4+IPv6 MTU 1500"
145,100000,"JPNAP Osaka"
583,100000,"LINX Manchester"
786,100000,"BBIX Osaka"
59,200000,"BNIX"
303,20000,"CIX"
713,100000,"Peering.cz"
158,300000,"Equinix Singapore"
4318,100000,"MegaIX New York"
1146,100000,"ESpanix Madrid Upper LAN"
87,100000,"BCIX: BCIX Peering LAN"
1175,100000,"MegaIX Los Angeles"
1180,100000,"MegaIX Dallas"
1178,100000,"MegaIX Ashburn: MegaIX"
823,100000,"TPIX-TW"
1307,100000,"MegaIX Toronto: MegaIX"
965,100000,"MegaIX Singapore"
62,100000,"CATNIX"
209,20000,"MegaIX Berlin"
804,100000,"DE-CIX New York: DE-CIX New York Peering LAN"
984,100000,"MegaIX Auckland: MegaIX"
78,20000,"DIX: DIX LAN"
1026,100000,"Equinix Melbourne"
115,40000,"TOP-IX: Public Peering VLAN"
909,100000,"BBIX Singapore"
172,20000,"STHIX - Stockholm: STH Peering"
1449,100000,"BBIX Hong Kong"
1235,100000,"MegaIX Perth: MegaIX"
359,200000,"France-IX Paris"
35,100000,"MIX-IT"
1323,100000,"Extreme IX Delhi: Extreme IX LAN"
31,600000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
1514,100000,"PIT Santiago - PIT Chile: LAN"
1086,100000,"MASS-IX: ISP Peering LAN"
592,200000,"NAPAfrica IX Johannesburg: Peering"
597,100000,"NAPAfrica IX Cape Town"
250,100000,"MyIX"
87,100000,"BCIX: BCIX Peering LAN"
347,100000,"GR-IX::Athens: Peering Lan"
1332,100000,"FICIX 1 (Espoo): IPv4+IPv6 MTU 1500"
482,100000,"TPIX PL"
254,100000,"Any2Denver"
193,100000,"Netnod Copenhagen GREEN -- MTU9K: 9K-GREEN"
2868,100000,"Netnod Copenhagen BLUE -- MTU9K: 9K-BLUE"
699,100000,"NetIX: NetIX"
1623,20000,"AMS-IX Mumbai"
1786,200000,"Extreme IX Chennai: Extreme IX LAN"
3446,10000,"DE-CIX Barcelona"
63,200000,"ESpanix Madrid Lower LAN"
1056,10000,"MegaIX Sofia: MegaIX"
24,200000,"TorIX"
52,100000,"KINX"
1627,200000,"Extreme IX Mumbai: Extreme IX"
823,100000,"TPIX-TW"
1923,100000,"Equinix Stockholm: Equinix IX - SK Metro"
1235,100000,"MegaIX Perth: MegaIX"
355,100000,"CANIX Montreal"
1249,100000,"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
42,100000,"HKIX: HKIX Peering LAN"
866,10000,"SH-IX"
1514,100000,"PIT Santiago - PIT Chile: LAN"
587,200000,"UAE-IX: UAE-IX Peering LAN"
587,200000,"UAE-IX: UAE-IX Peering LAN"
158,300000,"Equinix Singapore"
372,100000,"Balcan-IX"
55,100000,"BIX"
1926,10000,"Equinix Dublin: Equinix IX - DB Metro"
9,100000,"Equinix Atlanta"
1997,100000,"Equinix London: Equinix IX - LD Metro"
1927,10000,"Equinix Manchester: Equinix IX - MA Metro"
1923,100000,"Equinix Stockholm: Equinix IX - SK Metro"
42,100000,"HKIX: HKIX Peering LAN"
583,100000,"LINX Manchester"
3,200000,"Equinix Dallas"
2,200000,"Equinix Chicago"
1,200000,"Equinix Ashburn"
2031,100000,"Equinix Amsterdam: Equinix IX - AM Metro"
1464,100000,"Equinix Helsinki: Equinix IX - HE Metro"
62,100000,"CATNIX"
145,100000,"JPNAP Osaka"
716,400000,"IX Australia Sydney (NSW-IX): NSW-IX"
576,100000,"IX Australia Brisbane (QLD-IX): QLD-IX"
21,100000,"IX Australia Perth (WA-IX): WA-IX"
513,400000,"IX Australia Melbourne (VIC-IX): VIC-IX"
126,200000,"BBIX Tokyo"
1214,100000,"DE-CIX Dusseldorf: DE-CIX Dusseldorf Peering LAN"
248,100000,"DE-CIX Munich: DE-CIX Munich Peering LAN"
74,10000,"DE-CIX Hamburg: DE-CIX Hamburg Peering LAN"
1785,10000,"Extreme IX Hyderabad: Extreme IX LAN"
2531,100000,"DE-CIX Lisbon: DE-CIX Lisbon Peering LAN"
832,100000,"DE-CIX Mumbai: DE-CIX Mumbai Peering LAN"
2131,100000,"Equinix Lisbon: Equinix IX - LS Metro"
248,100000,"DE-CIX Munich: DE-CIX Munich Peering LAN"
