13,400000,"SIX Seattle: MTU 1500"
73,100000,"MegaIX Munich"
115,100000,"TOP-IX: Public Peering VLAN"
64,800000,"NL-ix: Main"
121,200000,"Namex Rome: VLAN Peering"
31,800000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
48,200000,"INEX LAN1: INEX LAN1"
87,400000,"BCIX: BCIX Peering LAN"
71,400000,"NIX.CZ: Public peering VLAN"
60,400000,"SwissIX: Peering"
14,200000,"NYIIX New York"
17,200000,"Equinix Miami"
18,400000,"LINX LON1: Main"
22,400000,"Digital Realty Atlanta"
30,200000,"JPIX TOKYO"
167,200000,"Equinix Tokyo"
2846,300000,"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
94,200000,"Equinix Sydney"
125,400000,"Equinix Hong Kong"
63,200000,"ESpanix Madrid Lower LAN"
24,400000,"TorIX"
119,200000,"Equinix São Paulo: Equinix IX - SP Metro"
513,100000,"IX Australia Melbourne (VIC-IX): VIC-IX"
209,100000,"MegaIX Berlin"
264,300000,"Equinix Warsaw"
267,100000,"DRF IX"
446,400000,"MICE: Shared Peering"
1,300000,"Equinix Ashburn"
1,300000,"Equinix Ashburn"
53,400000,"LONAP: LON0"
59,200000,"BNIX"
52,10000,"KINX"
260,1000,"OCIX"
587,100000,"UAE-IX: UAE-IX Peering LAN"
250,200000,"MyIX"
577,100000,"AMS-IX Hong Kong"
359,400000,"France-IX Paris"
155,100000,"SFMIX"
3,300000,"Equinix Dallas"
564,100000,"JPIX OSAKA"
126,200000,"BBIX Tokyo"
565,100000,"Boston Internet Exchange"
142,400000,"Any2West"
809,600000,"OmahaIX"
592,600000,"NAPAfrica IX Johannesburg: Peering"
250,300000,"MyIX"
804,100000,"DE-CIX New York: DE-CIX New York Peering LAN"
18,400000,"LINX LON1: Main"
35,400000,"MIX-IT"
97,20000,"APE"
583,200000,"LINX Manchester"
26,100000,"AMS-IX"
26,400000,"AMS-IX"
291,100000,"MegaIX Hamburg"
429,300000,"SGIX: Peering LAN"
22,400000,"Digital Realty Atlanta"
954,300000,"FL-IX"
14,200000,"NYIIX New York"
699,200000,"NetIX: NetIX"
172,100000,"STHIX - Stockholm: STH Peering"
375,200000,"OpenIXP / NiCE"
713,200000,"Peering.cz"
125,400000,"Equinix Hong Kong"
977,100000,"AKL-IX (Auckland NZ): AKL-IX"
1086,100000,"MASS-IX: ISP Peering LAN"
18,400000,"LINX LON1: Main"
676,200000,"MegaIX Frankfurt"
880,400000,"France-IX Marseille"
31,800000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
50,200000,"VIX"
50,300000,"VIX"
91,100000,"MegaIX Dusseldorf"
481,200000,"THINX Warsaw"
171,900000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
64,700000,"NL-ix: Main"
165,300000,"NWAX: Primary Peering VLAN"
474,200000,"EPIX.Warszawa"
4640,100000,"GNM-IX UA"
986,40000,"FD-IX - Indianapolis"
1006,800000,"DET-iX"
779,100000,"MegaIX Melbourne: MegaIX"
780,200000,"MegaIX Sydney: MegaIX"
781,100000,"MegaIX Brisbane: MegaIX"
361,200000,"TIX Tanzania - Dar es Salaam"
965,100000,"MegaIX Singapore"
171,500000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
158,100000,"Equinix Singapore"
158,700000,"Equinix Singapore"
158,200000,"Equinix Singapore"
866,100000,"SH-IX"
2,300000,"Equinix Chicago"
446,500000,"MICE: Shared Peering"
53,400000,"LONAP: LON0"
31,400000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
786,100000,"BBIX Osaka"
597,500000,"NAPAfrica IX Cape Town"
3,300000,"Equinix Dallas"
422,100000,"UIXP"
940,30000,"TTIX"
1026,100000,"Equinix Melbourne"
851,20000,"ArmIX: Peering"
173,600000,"IX.br (PTT.br) Porto Alegre: ATM/MPLA"
977,200000,"AKL-IX (Auckland NZ): AKL-IX"
823,100000,"TPIX-TW"
1025,100000,"BKNIX (Thailand): Bangkok"
184,100000,"UA-IX"
172,100000,"STHIX - Stockholm: STH Peering"
984,100000,"MegaIX Auckland: MegaIX"
777,100000,"LINX NoVA"
1277,100000,"DE-CIX Madrid: DE-CIX Madrid Peering LAN"
70,300000,"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
171,600000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
30,200000,"JPIX TOKYO"
1235,100000,"MegaIX Perth: MegaIX"
210,200000,"IIX-Jakarta"
4640,100000,"GNM-IX UA"
1323,400000,"Extreme IX Delhi: Extreme IX LAN"
62,100000,"CATNIX"
171,200000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
12,100000,"Equinix New York"
72,100000,"GigaPIX - LAN 1: LAN1"
1323,200000,"Extreme IX Delhi: Extreme IX LAN"
710,600000,"IX.br (PTT.br) Fortaleza: ATM/MPLA"
42,400000,"HKIX: HKIX Peering LAN"
327,40000,"DTEL-IX: PUBLIC"
713,300000,"Peering.cz"
694,10000,"GIXA: Peering LAN"
174,500000,"IX.br (PTT.br) Curitiba: ATM/MPLA"
1249,200000,"DE-CIX Dallas: DE-CIX Dallas Peering LAN"
297,200000,"LU-CIX"
