331,100000,"BIX.BG: Main"
331,100000,"BIX.BG: Main"
1026,100000,"Equinix Melbourne"
1026,100000,"Equinix Melbourne"
171,600000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
171,600000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
779,10000,"MegaIX Melbourne: MegaIX"
779,10000,"MegaIX Melbourne: MegaIX"
780,20000,"MegaIX Sydney: MegaIX"
780,20000,"MegaIX Sydney: MegaIX"
94,100000,"Equinix Sydney"
94,100000,"Equinix Sydney"
1,300000,"Equinix Ashburn"
1,300000,"Equinix Ashburn"
2,200000,"Equinix Chicago"
3,200000,"Equinix Dallas"
3,200000,"Equinix Dallas"
4,100000,"Equinix Los Angeles"
4,100000,"Equinix Los Angeles"
5,100000,"Equinix San Jose"
5,100000,"Equinix San Jose"
12,100000,"Equinix New York"
12,100000,"Equinix New York"
786,400000,"BBIX Osaka"
2,200000,"Equinix Chicago"
125,100000,"Equinix Hong Kong"
125,100000,"Equinix Hong Kong"
576,100000,"IX Australia Brisbane (QLD-IX): QLD-IX"
576,100000,"IX Australia Brisbane (QLD-IX): QLD-IX"
13,200000,"SIX Seattle: MTU 1500"
13,200000,"SIX Seattle: MTU 1500"
53,400000,"LONAP: LON0"
53,400000,"LONAP: LON0"
158,800000,"Equinix Singapore"
158,800000,"Equinix Singapore"
513,100000,"IX Australia Melbourne (VIC-IX): VIC-IX"
513,100000,"IX Australia Melbourne (VIC-IX): VIC-IX"
716,200000,"IX Australia Sydney (NSW-IX): NSW-IX"
716,200000,"IX Australia Sydney (NSW-IX): NSW-IX"
676,100000,"MegaIX Frankfurt"
676,100000,"MegaIX Frankfurt"
26,400000,"AMS-IX"
26,400000,"AMS-IX"
565,100000,"Boston Internet Exchange"
565,100000,"Boston Internet Exchange"
24,200000,"TorIX"
24,200000,"TorIX"
804,100000,"DE-CIX New York: DE-CIX New York Peering LAN"
804,100000,"DE-CIX New York: DE-CIX New York Peering LAN"
31,600000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
31,600000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
866,100000,"SH-IX"
446,200000,"MICE: Shared Peering"
446,200000,"MICE: Shared Peering"
954,200000,"FL-IX"
954,200000,"FL-IX"
172,100000,"STHIX - Stockholm: STH Peering"
172,100000,"STHIX - Stockholm: STH Peering"
592,100000,"NAPAfrica IX Johannesburg: Peering"
984,10000,"MegaIX Auckland: MegaIX"
984,10000,"MegaIX Auckland: MegaIX"
786,400000,"BBIX Osaka"
564,800000,"JPIX OSAKA"
564,800000,"JPIX OSAKA"
14,100000,"NYIIX New York"
142,200000,"Any2West"
142,200000,"Any2West"
299,200000,"NIX.SK"
167,300000,"Equinix Tokyo"
167,300000,"Equinix Tokyo"
18,400000,"LINX LON1: Main"
18,400000,"LINX LON1: Main"
1086,100000,"MASS-IX: ISP Peering LAN"
1627,100000,"Extreme IX Mumbai: Extreme IX"
1627,100000,"Extreme IX Mumbai: Extreme IX"
254,200000,"Any2Denver"
254,200000,"Any2Denver"
95,200000,"JPNAP Tokyo: Peering"
95,200000,"JPNAP Tokyo: Peering"
22,100000,"Digital Realty Atlanta"
22,100000,"Digital Realty Atlanta"
2167,10000,"Extreme IX Kolkata: Extreme IX LAN"
97,10000,"APE"
97,10000,"APE"
1006,200000,"DET-iX"
348,10000,"WIX-NZ"
348,10000,"WIX-NZ"
71,200000,"NIX.CZ: Public peering VLAN"
71,200000,"NIX.CZ: Public peering VLAN"
126,800000,"BBIX Tokyo"
126,800000,"BBIX Tokyo"
30,800000,"JPIX TOKYO"
30,800000,"JPIX TOKYO"
171,600000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
