24,100000,"TorIX"
513,100000,"IX Australia Melbourne (VIC-IX): VIC-IX"
42,200000,"HKIX: HKIX Peering LAN"
250,200000,"MyIX"
158,400000,"Equinix Singapore"
70,100000,"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
2845,100000,"Netnod Stockholm GREEN -- MTU4470: STH-A -- MTU4470"
2847,100000,"Netnod Stockholm BLUE -- MTU4470: STH-B -- MTU4470"
64,100000,"NL-ix: Main"
2846,100000,"Netnod Stockholm BLUE -- MTU1500: STH-B -- MTU1500"
171,200000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
1514,200000,"PIT Santiago - PIT Chile: LAN"
26,100000,"AMS-IX"
22,200000,"Digital Realty Atlanta"
142,100000,"Any2West"
52,100000,"KINX"
42,200000,"HKIX: HKIX Peering LAN"
42,200000,"HKIX: HKIX Peering LAN"
1026,20000,"Equinix Melbourne"
1150,100000,"DE-CIX Istanbul: DE-CIX Istanbul Peering LAN"
977,100000,"AKL-IX (Auckland NZ): AKL-IX"
716,100000,"IX Australia Sydney (NSW-IX): NSW-IX"
42,200000,"HKIX: HKIX Peering LAN"
31,200000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
31,200000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
1178,0,"MegaIX Ashburn: MegaIX"
2762,100000,"EdgeIX - Melbourne: Main"
30,300000,"JPIX TOKYO"
126,300000,"BBIX Tokyo"
2761,200000,"EdgeIX - Sydney: Main"
177,200000,"IX.br (PTT.br) Rio de Janeiro: ATM/MPLA"
95,100000,"JPNAP Tokyo: Peering"
171,200000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
429,300000,"SGIX: Peering LAN"
155,100000,"SFMIX"
786,200000,"BBIX Osaka"
564,200000,"JPIX OSAKA"
171,200000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
264,100000,"Equinix Warsaw"
125,200000,"Equinix Hong Kong"
1209,100000,"CNX: Internet Peering"
31,200000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
125,200000,"Equinix Hong Kong"
3789,100000,"ERA-IX Amsterdam"
17,100000,"Equinix Miami"
1,100000,"Equinix Ashburn"
577,100000,"AMS-IX Hong Kong"
2628,200000,"center3 IX Jeddah: Main"
587,100000,"UAE-IX: UAE-IX Peering LAN"
210,100000,"IIX-Jakarta"
