255,100000,"Equinix Paris: Equinix IX - PA Metro"
18,300000,"LINX LON1: Main"
31,600000,"DE-CIX Frankfurt: DE-CIX Frankfurt Peering LAN"
64,200000,"NL-ix: Main"
94,100000,"Equinix Sydney"
167,200000,"Equinix Tokyo"
17,200000,"Equinix Miami"
24,100000,"TorIX"
716,200000,"IX Australia Sydney (NSW-IX): NSW-IX"
1,200000,"Equinix Ashburn"
2,300000,"Equinix Chicago"
3,300000,"Equinix Dallas"
4,200000,"Equinix Los Angeles"
5,200000,"Equinix San Jose"
12,400000,"Equinix New York"
13,400000,"SIX Seattle: MTU 1500"
50,200000,"VIX"
126,500000,"BBIX Tokyo"
264,200000,"Equinix Warsaw"
71,200000,"NIX.CZ: Public peering VLAN"
50,200000,"VIX"
780,100000,"MegaIX Sydney: MegaIX"
35,200000,"MIX-IT"
119,100000,"Equinix São Paulo: Equinix IX - SP Metro"
359,400000,"France-IX Paris"
171,900000,"IX.br (PTT.br) São Paulo: ATM/MPLA"
26,500000,"AMS-IX"
70,200000,"Netnod Stockholm GREEN -- MTU1500: STH-A -- MTU1500"
63,100000,"ESpanix Madrid Lower LAN"
513,100000,"IX Australia Melbourne (VIC-IX): VIC-IX"
26,500000,"AMS-IX"
53,200000,"LONAP: LON0"
713,200000,"Peering.cz"
64,400000,"NL-ix: Main"
965,100000,"MegaIX Singapore"
977,200000,"AKL-IX (Auckland NZ): AKL-IX"
97,10000,"APE"
172,100000,"STHIX - Stockholm: STH Peering"
984,100000,"MegaIX Auckland: MegaIX"
9,100000,"Equinix Atlanta"
909,100000,"BBIX Singapore"
804,200000,"DE-CIX New York: DE-CIX New York Peering LAN"
976,10000,"IX Australia Canberra (ACT-IX): ACT-IX"
676,200000,"MegaIX Frankfurt"
22,200000,"Digital Realty Atlanta"
954,100000,"FL-IX"
91,100000,"MegaIX Dusseldorf"
11,100000,"Equinix Seattle"
3788,200000,"AR-IX Cabase - Argentina"
250,100000,"MyIX"
786,200000,"BBIX Osaka"
145,100000,"JPNAP Osaka"
564,200000,"JPIX OSAKA"
948,200000,"Equinix Osaka"
270,100000,"InterLAN-IX: InterLAN Peering Network"
880,300000,"France-IX Marseille"
779,100000,"MegaIX Melbourne: MegaIX"
513,100000,"IX Australia Melbourne (VIC-IX): VIC-IX"
30,300000,"JPIX TOKYO"
48,200000,"INEX LAN1: INEX LAN1"
7,100000,"Equinix Palo Alto"
84,100000,"SIX.SK"
87,100000,"BCIX: BCIX Peering LAN"
583,100000,"LINX Manchester"
142,200000,"Any2West"
209,100000,"MegaIX Berlin"
155,100000,"SFMIX"
481,100000,"THINX Warsaw"
1146,100000,"ESpanix Madrid Upper LAN"
863,100000,"VANIX"
60,100000,"SwissIX: Peering"
291,100000,"MegaIX Hamburg"
74,100000,"DE-CIX Hamburg: DE-CIX Hamburg Peering LAN"
372,10000,"Balcan-IX"
331,100000,"BIX.BG: Main"
699,100000,"NetIX: NetIX"
446,100000,"MICE: Shared Peering"
1089,10000,"T-CIX"
453,100000,"FIXO"
59,100000,"BNIX"
592,300000,"NAPAfrica IX Johannesburg: Peering"
1175,10000,"MegaIX Los Angeles"
1178,100000,"MegaIX Ashburn: MegaIX"
128,10000,"SOLIX MTU1500"
1174,10000,"MegaIX Seattle: MegaIX"
1056,20000,"MegaIX Sofia: MegaIX"
326,100000,"B-IX"
83,100000,"NIX1"
21,200000,"IX Australia Perth (WA-IX): WA-IX"
576,200000,"IX Australia Brisbane (QLD-IX): QLD-IX"
325,10000,"Digital Realty New York"
781,100000,"MegaIX Brisbane: MegaIX"
52,100000,"KINX"
823,100000,"TPIX-TW"
158,800000,"Equinix Singapore"
29,20000,"Equinix Zurich: Equinix IX - ZH Metro"
424,100000,"SOX Serbia"
1180,10000,"MegaIX Dallas"
